"","show","period","date","value"
"4492","Les Miserables","week",1987-09-14,474295
"4493","Les Miserables","week",1987-09-21,476434
"4494","Les Miserables","week",1987-09-28,479652
"4495","Les Miserables","week",1987-10-05,479211
"4496","Les Miserables","week",1987-10-12,476912
"4497","Les Miserables","week",1987-10-19,472800
"4498","Les Miserables","week",1987-10-26,480710
"4499","Les Miserables","week",1987-11-02,481105
"4500","Les Miserables","week",1987-11-09,478907
"4501","Les Miserables","week",1987-11-16,475644
"4502","Les Miserables","week",1987-11-23,552223
"4503","Les Miserables","week",1987-11-30,476678
"4504","Les Miserables","week",1987-12-07,474757
"4505","Les Miserables","week",1987-12-14,480014
"4506","Les Miserables","week",1987-12-21,486043
"4507","Les Miserables","week",1987-12-28,594262
"4508","Les Miserables","week",1988-01-04,497446
"4509","Les Miserables","week",1988-01-11,489740
"4510","Les Miserables","week",1988-01-18,486763
"4511","Les Miserables","week",1988-01-25,486989
"4512","Les Miserables","week",1988-02-01,486603
"4513","Les Miserables","week",1988-02-08,487544
"4514","Les Miserables","week",1988-02-15,491900
"4515","Les Miserables","week",1988-02-22,492641
"4516","Les Miserables","week",1988-02-29,491100
"4517","Les Miserables","week",1988-03-07,491365
"4518","Les Miserables","week",1988-03-14,491282
"4519","Les Miserables","week",1988-03-21,488926
"4520","Les Miserables","week",1988-03-28,495879
"4521","Les Miserables","week",1988-04-04,490619
"4522","Les Miserables","week",1988-04-11,491885
"4523","Les Miserables","week",1988-04-18,489882
"4524","Les Miserables","week",1988-04-25,490047
"4525","Les Miserables","week",1988-05-02,491909
"4526","Les Miserables","week",1988-05-09,492542
"4527","Les Miserables","week",1988-05-16,491727
"4528","Les Miserables","week",1988-05-23,497793
"4529","Les Miserables","week",1988-05-30,569227
"4530","Les Miserables","week",1988-06-06,493816
"4531","Les Miserables","week",1988-06-13,496922
"4532","Les Miserables","week",1988-06-20,498552
"4533","Les Miserables","week",1988-06-27,502835
"4534","Les Miserables","week",1988-07-04,572835
"4535","Les Miserables","week",1988-07-11,502286
"4536","Les Miserables","week",1988-07-18,502034
"4537","Les Miserables","week",1988-07-25,503769
"4538","Les Miserables","week",1988-08-01,503982
"4539","Les Miserables","week",1988-08-08,504718
"4540","Les Miserables","week",1988-08-15,500614
"4541","Les Miserables","week",1988-08-22,505962
"4542","Les Miserables","week",1988-08-29,504564
"4543","Les Miserables","week",1988-09-05,576237
"4544","Les Miserables","week",1988-09-12,502685
"4545","Les Miserables","week",1988-09-19,501708
"4546","Les Miserables","week",1988-09-26,498214
"4547","Les Miserables","week",1988-10-03,497938
"4548","Les Miserables","week",1988-10-10,497284
"4549","Les Miserables","week",1988-10-17,496270
"4550","Les Miserables","week",1988-10-24,496385
"4551","Les Miserables","week",1988-10-31,500933
"4552","Les Miserables","week",1988-11-07,500628
"4553","Les Miserables","week",1988-11-14,497755
"4554","Les Miserables","week",1988-11-21,576192
"4555","Les Miserables","week",1988-11-28,498301
"4556","Les Miserables","week",1988-12-05,491676
"4557","Les Miserables","week",1988-12-12,500440
"4558","Les Miserables","week",1988-12-19,501642
"4559","Les Miserables","week",1988-12-26,606956
"4560","Les Miserables","week",1989-01-02,581521
"4561","Les Miserables","week",1989-01-09,504261
"4562","Les Miserables","week",1989-01-16,500640
"4563","Les Miserables","week",1989-01-23,490341
"4564","Les Miserables","week",1989-01-30,489887
"4565","Les Miserables","week",1989-02-06,498862
"4566","Les Miserables","week",1989-02-13,496160
"4567","Les Miserables","week",1989-02-20,567930
"4568","Les Miserables","week",1989-02-27,551688
"4569","Les Miserables","week",1989-03-06,537565
"4570","Les Miserables","week",1989-03-20,561259
"4571","Les Miserables","week",1989-03-27,562850
"4572","Les Miserables","week",1989-04-03,562850
"4573","Les Miserables","week",1989-04-10,548680
"4574","Les Miserables","week",1989-04-17,561096
"4575","Les Miserables","week",1989-04-24,559204
"4576","Les Miserables","week",1989-05-01,559054
"4577","Les Miserables","week",1989-05-08,556377
"4578","Les Miserables","week",1989-05-15,557519
"4579","Les Miserables","week",1989-05-22,564130
"4580","Les Miserables","week",1989-05-29,531440
"4581","Les Miserables","week",1989-06-05,561874
"4582","Les Miserables","week",1989-06-12,562313
"4583","Les Miserables","week",1989-06-19,565198
"4584","Les Miserables","week",1989-06-26,564718
"4585","Les Miserables","week",1989-07-03,524730
"4586","Les Miserables","week",1989-07-10,556409
"4587","Les Miserables","week",1989-07-17,558714
"4588","Les Miserables","week",1989-07-24,566202
"4589","Les Miserables","week",1989-07-31,561713
"4590","Les Miserables","week",1989-08-07,567118
"4591","Les Miserables","week",1989-08-14,569539
"4592","Les Miserables","week",1989-08-21,572482
"4593","Les Miserables","week",1989-08-28,563373
"4594","Les Miserables","week",1989-09-04,492441
"4595","Les Miserables","week",1989-09-11,510178
"4596","Les Miserables","week",1989-09-18,514318
"4597","Les Miserables","week",1989-09-25,502352
"4598","Les Miserables","week",1989-10-02,490988
"4599","Les Miserables","week",1989-10-09,526017
"4600","Les Miserables","week",1989-10-16,548612
"4601","Les Miserables","week",1989-10-23,538721
"4602","Les Miserables","week",1989-10-30,482072
"4603","Les Miserables","week",1989-11-06,520733
"4604","Les Miserables","week",1989-11-13,525580
"4605","Les Miserables","week",1989-11-20,551894
"4606","Les Miserables","week",1989-11-27,504862
"4607","Les Miserables","week",1989-12-04,532505
"4608","Les Miserables","week",1989-12-11,507003
"4609","Les Miserables","week",1989-12-18,536134
"4610","Les Miserables","week",1989-12-25,619159
"4611","Les Miserables","week",1990-01-01,583723
"4612","Les Miserables","week",1990-01-08,514678
"4613","Les Miserables","week",1990-01-15,503795
"4614","Les Miserables","week",1990-01-22,477929
"4615","Les Miserables","week",1990-01-29,435991
"4616","Les Miserables","week",1990-02-05,430302
"4617","Les Miserables","week",1990-02-12,504350
"4618","Les Miserables","week",1990-02-19,527044
"4619","Les Miserables","week",1990-02-26,475363
"4620","Les Miserables","week",1990-03-05,502663
"4621","Les Miserables","week",1990-03-12,513079
"4622","Les Miserables","week",1990-03-19,535539
"4623","Les Miserables","week",1990-03-26,520418
"4624","Les Miserables","week",1990-04-02,500595
"4625","Les Miserables","week",1990-04-09,565423
"4626","Les Miserables","week",1990-04-16,554085
"4627","Les Miserables","week",1990-04-23,484056
"4628","Les Miserables","week",1990-04-30,531875
"4629","Les Miserables","week",1990-05-07,486199
"4630","Les Miserables","week",1990-05-14,558861
"4631","Les Miserables","week",1990-05-21,536795
"4632","Les Miserables","week",1990-05-28,483791
"4633","Les Miserables","week",1990-06-04,508914
"4634","Les Miserables","week",1990-06-11,513918
"4635","Les Miserables","week",1990-06-18,535860
"4636","Les Miserables","week",1990-06-25,532442
"4637","Les Miserables","week",1990-07-02,456119
"4638","Les Miserables","week",1990-07-09,488503
"4639","Les Miserables","week",1990-07-16,490175
"4640","Les Miserables","week",1990-07-23,514977
"4641","Les Miserables","week",1990-07-30,500184
"4642","Les Miserables","week",1990-08-06,536352
"4643","Les Miserables","week",1990-08-13,560919
"4644","Les Miserables","week",1990-08-20,548150
"4645","Les Miserables","week",1990-08-27,513931
"4646","Les Miserables","week",1990-09-03,436018
"4647","Les Miserables","week",1990-09-10,497528
"4648","Les Miserables","week",1990-09-17,509963
"4649","Les Miserables","week",1990-09-24,493226
"4650","Les Miserables","week",1990-10-01,534943
"4651","Les Miserables","week",1990-10-08,506906
"4652","Les Miserables","week",1990-10-15,404885
"4653","Les Miserables","week",1990-10-22,494267
"4654","Les Miserables","week",1990-10-29,454195
"4655","Les Miserables","week",1990-11-05,489867
"4656","Les Miserables","week",1990-11-12,470960
"4657","Les Miserables","week",1990-11-19,530663
"4658","Les Miserables","week",1990-11-26,470983
"4659","Les Miserables","week",1990-12-03,482162
"4660","Les Miserables","week",1990-12-10,464575
"4661","Les Miserables","week",1990-12-17,479631
"4662","Les Miserables","week",1990-12-24,557649
"4663","Les Miserables","week",1990-12-31,551426
"4664","Les Miserables","week",1991-01-07,486216
"4665","Les Miserables","week",1991-01-14,467979
"4666","Les Miserables","week",1991-01-21,442908
"4667","Les Miserables","week",1991-01-28,401444
"4668","Les Miserables","week",1991-02-04,405014
"4669","Les Miserables","week",1991-02-11,469059
"4670","Les Miserables","week",1991-02-18,493433
"4671","Les Miserables","week",1991-02-25,439590
"4672","Les Miserables","week",1991-03-04,448608
"4673","Les Miserables","week",1991-03-11,473296
"4674","Les Miserables","week",1991-03-18,484470
"4675","Les Miserables","week",1991-03-25,502710
"4676","Les Miserables","week",1991-04-01,509726
"4677","Les Miserables","week",1991-04-08,458573
"4678","Les Miserables","week",1991-04-15,612414
"4679","Les Miserables","week",1991-04-22,469388
"4680","Les Miserables","week",1991-04-29,484936
"4681","Les Miserables","week",1991-05-06,485329
"4682","Les Miserables","week",1991-05-13,490943
"4683","Les Miserables","week",1991-05-20,492771
"4684","Les Miserables","week",1991-05-27,485219
"4685","Les Miserables","week",1991-06-03,493850
"4686","Les Miserables","week",1991-06-10,491537
"4687","Les Miserables","week",1991-06-17,507512
"4688","Les Miserables","week",1991-06-24,493492
"4689","Les Miserables","week",1991-07-01,448298
"4690","Les Miserables","week",1991-07-08,459102
"4691","Les Miserables","week",1991-07-15,458053
"4692","Les Miserables","week",1991-07-22,492167
"4693","Les Miserables","week",1991-07-29,485946
"4694","Les Miserables","week",1991-08-05,514262
"4695","Les Miserables","week",1991-08-12,544884
"4696","Les Miserables","week",1991-08-19,529810
"4697","Les Miserables","week",1991-08-26,520724
"4698","Les Miserables","week",1991-09-02,424762
"4699","Les Miserables","week",1991-09-09,462470
"4700","Les Miserables","week",1991-09-16,488486
"4701","Les Miserables","week",1991-09-23,484658
"4702","Les Miserables","week",1991-09-30,469255
"4703","Les Miserables","week",1991-10-07,497253
"4704","Les Miserables","week",1991-10-14,488611
"4705","Les Miserables","week",1991-10-21,488088
"4706","Les Miserables","week",1991-10-28,457357
"4707","Les Miserables","week",1991-11-04,464941
"4708","Les Miserables","week",1991-11-11,465730
"4709","Les Miserables","week",1991-11-18,468998
"4710","Les Miserables","week",1991-11-25,511466
"4711","Les Miserables","week",1991-12-02,481709
"4712","Les Miserables","week",1991-12-09,479217
"4713","Les Miserables","week",1991-12-16,467103
"4714","Les Miserables","week",1991-12-23,566963
"4715","Les Miserables","week",1991-12-30,591729
"4716","Les Miserables","week",1992-01-06,500604
"4717","Les Miserables","week",1992-01-13,487773
"4718","Les Miserables","week",1992-01-20,460810
"4719","Les Miserables","week",1992-01-27,451516
"4720","Les Miserables","week",1992-02-03,438123
"4721","Les Miserables","week",1992-02-10,485536
"4722","Les Miserables","week",1992-02-17,519903
"4723","Les Miserables","week",1992-02-24,473094
"4724","Les Miserables","week",1992-03-02,469172
"4725","Les Miserables","week",1992-03-09,500991
"4726","Les Miserables","week",1992-03-16,504423
"4727","Les Miserables","week",1992-03-23,493708
"4728","Les Miserables","week",1992-03-30,476440
"4729","Les Miserables","week",1992-04-06,481791
"4730","Les Miserables","week",1992-04-13,529082
"4731","Les Miserables","week",1992-04-20,523931
"4732","Les Miserables","week",1992-04-27,480575
"4733","Les Miserables","week",1992-05-04,484476
"4734","Les Miserables","week",1992-05-11,489826
"4735","Les Miserables","week",1992-05-18,485577
"4736","Les Miserables","week",1992-05-25,458656
"4737","Les Miserables","week",1992-06-01,454445
"4738","Les Miserables","week",1992-06-08,486188
"4739","Les Miserables","week",1992-06-15,500126
"4740","Les Miserables","week",1992-06-22,474861
"4741","Les Miserables","week",1992-06-29,446857
"4742","Les Miserables","week",1992-07-06,447310
"4743","Les Miserables","week",1992-07-13,442656
"4744","Les Miserables","week",1992-07-20,485728
"4745","Les Miserables","week",1992-07-27,490441
"4746","Les Miserables","week",1992-08-03,510594
"4747","Les Miserables","week",1992-08-10,534535
"4748","Les Miserables","week",1992-08-17,537161
"4749","Les Miserables","week",1992-08-24,517586
"4750","Les Miserables","week",1992-08-31,461058
"4751","Les Miserables","week",1992-09-07,471436
"4752","Les Miserables","week",1992-09-14,460665
"4753","Les Miserables","week",1992-09-21,475702
"4754","Les Miserables","week",1992-09-28,410398
"4755","Les Miserables","week",1992-10-05,496027
"4756","Les Miserables","week",1992-10-12,504290
"4757","Les Miserables","week",1992-10-19,484284
"4758","Les Miserables","week",1992-10-26,437503
"4759","Les Miserables","week",1992-11-02,470028
"4760","Les Miserables","week",1992-11-09,494466
"4761","Les Miserables","week",1992-11-16,473802
"4762","Les Miserables","week",1992-11-23,552218
"4763","Les Miserables","week",1992-11-30,468681
"4764","Les Miserables","week",1992-12-07,489023
"4765","Les Miserables","week",1992-12-14,459723
"4766","Les Miserables","week",1992-12-21,546679
"4767","Les Miserables","week",1992-12-28,608158
"4768","Les Miserables","week",1993-01-04,552964
"4769","Les Miserables","week",1993-01-11,522122
"4770","Les Miserables","week",1993-01-18,470960
"4771","Les Miserables","week",1993-01-25,460380
"4772","Les Miserables","week",1993-02-01,425609
"4773","Les Miserables","week",1993-02-08,464322
"4774","Les Miserables","week",1993-02-15,509168
"4775","Les Miserables","week",1993-02-22,465513
"4776","Les Miserables","week",1993-03-01,439284
"4777","Les Miserables","week",1993-03-08,495656
"4778","Les Miserables","week",1993-03-15,493977
"4779","Les Miserables","week",1993-03-22,502708
"4780","Les Miserables","week",1993-03-29,476837
"4781","Les Miserables","week",1993-04-05,541870
"4782","Les Miserables","week",1993-04-12,519007
"4783","Les Miserables","week",1993-04-19,493744
"4784","Les Miserables","week",1993-04-26,502743
"4785","Les Miserables","week",1993-05-03,472693
"4786","Les Miserables","week",1993-05-10,501323
"4787","Les Miserables","week",1993-05-17,530199
"4788","Les Miserables","week",1993-05-24,513121
"4789","Les Miserables","week",1993-05-31,481973
"4790","Les Miserables","week",1993-06-07,522526
"4791","Les Miserables","week",1993-06-14,511712
"4792","Les Miserables","week",1993-06-21,486543
"4793","Les Miserables","week",1993-06-28,436636
"4794","Les Miserables","week",1993-07-05,448865
"4795","Les Miserables","week",1993-07-12,480461
"4796","Les Miserables","week",1993-07-19,458204
"4797","Les Miserables","week",1993-07-26,469081
"4798","Les Miserables","week",1993-08-02,496024
"4799","Les Miserables","week",1993-08-09,527329
"4800","Les Miserables","week",1993-08-16,536195
"4801","Les Miserables","week",1993-08-23,485850
"4802","Les Miserables","week",1993-08-30,442792
"4803","Les Miserables","week",1993-09-06,442874
"4804","Les Miserables","week",1993-09-13,450325
"4805","Les Miserables","week",1993-09-20,472539
"4806","Les Miserables","week",1993-09-27,456252
"4807","Les Miserables","week",1993-10-04,484240
"4808","Les Miserables","week",1993-10-11,495635
"4809","Les Miserables","week",1993-10-18,471461
"4810","Les Miserables","week",1993-10-25,418383
"4811","Les Miserables","week",1993-11-01,450881
"4812","Les Miserables","week",1993-11-08,467960
"4813","Les Miserables","week",1993-11-15,455407
"4814","Les Miserables","week",1993-11-22,542112
"4815","Les Miserables","week",1993-11-29,476617
"4816","Les Miserables","week",1993-12-06,494813
"4817","Les Miserables","week",1993-12-13,453339
"4818","Les Miserables","week",1993-12-20,499644
"4819","Les Miserables","week",1993-12-27,604681
"4820","Les Miserables","week",1994-01-03,514733
"4821","Les Miserables","week",1994-01-10,481629
"4822","Les Miserables","week",1994-01-17,409215
"4823","Les Miserables","week",1994-01-24,390030
"4824","Les Miserables","week",1994-01-31,381618
"4825","Les Miserables","week",1994-02-07,396437
"4826","Les Miserables","week",1994-02-14,436648
"4827","Les Miserables","week",1994-02-21,400048
"4828","Les Miserables","week",1994-02-28,361811
"4829","Les Miserables","week",1994-03-07,406351
"4830","Les Miserables","week",1994-03-14,441047
"4831","Les Miserables","week",1994-03-21,464767
"4832","Les Miserables","week",1994-03-28,505967
"4833","Les Miserables","week",1994-04-04,505097
"4834","Les Miserables","week",1994-04-11,444499
"4835","Les Miserables","week",1994-04-18,488686
"4836","Les Miserables","week",1994-04-25,443383
"4837","Les Miserables","week",1994-05-02,450993
